"order"	"family"	"genus"	"specific_epithet"	"common_name"	"year"	"month"	"newborn"	"juvenile"	"female"	"unid_adult"	"migrant_resident"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	1977	5	384	334	926	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	1982	5	1078	763	2478	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	1983	8	2038	1011	5111	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	1984	8	999	366	1887	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	1986	5	1702	967	4506	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	1989	2	581	419	1131	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	1990	6	3199	1959	6597	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	1991	6	737	538	1832	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	1993	7	1303	666	2492	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	1994	6	2243	766	8619	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	1998	6	191	155	794	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2003	5	1199	924	2638	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2004	6	1377	759	1989	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2005	4	405	412	931	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2006	5	1140	515	2303	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2007	6	566	286	860	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2008	5	754	417	1305	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2009	6	345	207	724	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2011	5	2219	1088	6399	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2012	5	1385	1298	3059	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2013	5	3335	1588	7497	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2016	6	161	136	301	NA	"M"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2002	6	524	129	1433	NA	"R"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2003	2	102	43	187	NA	"R"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2003	6	127	33	245	NA	"R"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2004	6	167	41	294	NA	"R"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2005	11	0	157	527	NA	"R"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2006	6	128	47	235	NA	"R"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2006	12	0	38	169	NA	"R"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2008	2	173	84	301	NA	"R"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2008	6	170	42	247	NA	"R"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2009	2	141	56	247	NA	"R"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2009	6	41	NA	72	NA	"R"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2009	11	NA	31	86	NA	"R"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2010	2	143	41	275	NA	"R"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2010	11	NA	78	266	NA	"R"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2011	3	252	57	446	NA	"R"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2011	11	NA	117	351	NA	"R"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2012	2	131	22	252	NA	"R"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2012	6	63	19	115	NA	"R"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2012	11	NA	83	242	NA	"R"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Wildebeest"	2014	6	188	81	350	NA	"R"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	1933	6	14	14	NA	84	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	1980	6	133	461	NA	3803	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	1982	6	443	983	NA	7674	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	1983	6	99	340	NA	2397	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	1984	6	108	345	NA	2298	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	1986	6	311	394	NA	3692	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	1987	6	23	208	NA	1543	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	1988	6	78	325	NA	2802	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	1989	6	219	656	NA	7121	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	1990	6	236	415	NA	3859	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	1991	6	99	142	NA	1386	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	1992	6	148	322	NA	3018	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	1993	6	135	499	NA	4023	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	1994	6	162	227	NA	4811	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	1995	6	20	33	NA	702	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	1997	6	17	316	NA	1730	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	1998	6	4	12	NA	74	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	1999	6	21	31	NA	182	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	2001	6	16	80	NA	591	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	2002	6	162	120	NA	1207	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	2003	6	97	494	NA	3257	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	2004	6	130	176	NA	1088	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	2005	6	32	100	NA	865	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	2006	6	286	305	NA	1513	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	2007	6	79	116	NA	887	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	2008	6	171	225	NA	1715	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	2009	6	323	301	NA	2048	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	2011	6	86	191	NA	2063	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	2012	6	75	153	NA	2326	"M"
"Perissodactyla"	"Equidae"	"Equus"	"quagga"	"Zebra"	2013	6	179	83	NA	2670	"M"
